state,year,seatbelt_avg,exercise_avg,smoke_avg,drink_avg,checkup_avg,healthcare_avg,weight_avg,height_avg
WI,2006,4.46306628,0.782608696,0.485950773,0.648684211,3.469545958,0.906910835,176.9517706,5.584401477
WI,2007,2.8375,0.819193324,0.315838365,0.62671847,3.327691584,0.906264501,247.2206769,6.407433163
WI,2008,4.54157847,0.743996442,0.511862396,0.62671847,3.458527074,0.904634581,178.8028148,5.578888889
WI,2010,4.636510501,0.744040989,0.484598214,0.602748986,3.558870056,0.91357749,178.9027159,5.566933808
WI,2011,4.660552486,0.756523614,0.491909385,0.640809069,3.528,0.897472194,179.092559,5.583635814
WI,2012,4.660464144,0.774407393,0.483455882,0.62021408,3.558650132,0.909054326,181.1818729,5.58279861
WI,2013,4.668909091,0.741567018,0.48459617,0.626257545,3.535353535,0.912011624,181.2025744,5.585264146
WI,2014,4.706086408,0.781826361,0.458268934,0.635460332,3.547075714,0.94415253,182.5525094,5.594893883
WI,2015,4.734108527,0.766546558,0.462763135,0.635862804,3.568352879,0.952281798,181.2888312,5.587662338
WI,2016,4.673828125,0.789517471,0.459287532,0.658136063,3.578505458,0.942010847,183.0334789,5.59844389
WI,2017,4.750874306,0.775473218,0.441570881,0.669191919,3.572730725,0.947051065,182.1179343,5.597621283
WY,2006,4.461143224,0.769621324,0.476291279,0.541313559,3.206154508,0.854722575,173.3949314,5.59436818
WY,2007,2.972972973,0.823325635,0.326967593,0.525882353,3.080493537,0.837290098,248.5903058,6.693594922
WY,2008,4.52904837,0.73529028,0.476184262,0.525882353,3.246830428,0.878297206,174.5496939,5.583387608
WY,2010,4.542898868,0.738544474,0.485405405,0.504324324,3.27164779,0.88790932,174.4161881,5.573986001
WY,2011,4.550931877,0.73984127,0.48903442,0.550872093,3.249227441,0.868108437,174.3637881,5.583611575
WY,2012,4.582787168,0.751462477,0.463414634,0.509131251,3.371952274,0.878240508,174.6035029,5.578718376
WY,2013,4.602780191,0.739070568,0.465112434,0.491263105,3.383113633,0.885272579,175.7639812,5.57710596
WY,2014,4.589586255,0.740442656,0.454121306,0.475850044,3.39944951,0.917603625,175.1275493,5.572467402
WY,2015,4.605767162,0.725936968,0.45613678,0.504602168,3.399133663,0.920152091,176.8327686,5.587303169
WY,2016,4.621399177,0.742789035,0.454435873,0.512384653,3.456033219,0.922399429,178.1172135,5.600570613
WY,2017,4.634110064,0.727877742,0.446519525,0.535190616,3.404796867,0.906385022,179.6462569,5.610739058
AL,2004,4.759780149,0.686331776,0.456299328,0.372249927,3.686331776,0.847413037,175.5417153,5.55321373
AL,2005,4.759780149,0.680795566,0.463772846,0.348336595,3.565723794,0.860594189,174.1691656,5.538651673
AL,2009,4.819708847,0.651517486,0.449033256,0.309353636,3.674144964,0.87629184,178.1588425,5.527730748
AK,2004,4.543103448,0.789265983,0.527755749,0.561452514,3.789265983,0.832142857,175.4311637,5.596022354
AK,2005,4.543103448,0.779368576,0.518791452,0.579507896,3.216558068,0.821402214,177.6016856,5.594082081
AK,2009,4.630853994,0.768669528,0.528626776,0.550693241,3.325591782,0.821397757,177.8229256,5.583761049
AZ,2004,4.703172738,0.773650208,0.468533087,0.538354577,3.773650208,0.865895954,167.3032749,5.544741697
AZ,2005,4.703172738,0.758172965,0.478725878,0.525742115,3.45458857,0.856579253,169.2970343,5.536762434
AZ,2009,4.746052632,0.753875969,0.492424242,0.493247211,3.515918529,0.899146625,172.7876089,5.543739916
AR,2004,4.512629162,0.720580744,0.503062787,0.393413327,3.720580744,0.840978593,172.627446,5.559720457
AR,2005,4.512629162,0.681437126,0.495403677,0.364415222,3.310373104,0.849670593,175.7850318,5.567194135
AR,2009,4.695455753,0.657074974,0.504235045,0.357486631,3.457312147,0.876683391,177.7814971,5.553395713
CA,2004,4.89107413,0.793151319,0.423246122,0.594569506,3.793151319,0.871729567,167.588385,5.537116304
CA,2005,4.89107413,0.786871414,0.412022965,0.594599156,3.392429241,0.879243371,168.481944,5.535352683
CA,2009,4.901593726,0.788458026,0.418040118,0.549198505,3.54647208,0.89507038,169.3579646,5.517986487
CO,2004,4.732298912,0.820426883,0.46830302,0.622942114,3.820426883,0.872682324,166.3714286,5.588124633
CO,2005,4.732298912,0.83365673,0.465770387,0.622971066,3.385531301,0.883298023,166.7545406,5.57829307
CO,2009,4.763500047,0.811583966,0.459605345,0.582157401,3.392509772,0.894760095,168.6096572,5.567898787
CT,2004,4.744225499,0.8159531,0.498040613,0.661491792,3.8159531,0.930629669,167.0195105,5.546514722
CT,2005,4.744225499,0.760488798,0.497645855,0.646160114,3.562293729,0.922763399,169.1526252,5.54451567
CT,2009,4.81689243,0.755570118,0.482735942,0.633884298,3.609056228,0.932928829,169.516784,5.533554391
DE,2004,4.781501689,0.768,0.504392765,0.55587244,3.768,0.918583613,171.3658411,5.5625215
DE,2005,4.781501689,0.741323346,0.512743628,0.535982009,3.723119637,0.925870273,173.9063904,5.554085538
DE,2009,4.882220555,0.741578441,0.518089725,0.526925863,3.727802038,0.930719269,175.029341,5.529020362
DC,2004,4.805745554,0.807597608,0.424488356,0.656869688,3.807597608,0.918776371,167.7620387,5.587434095
DC,2005,4.805745554,0.799265951,0.441234778,0.656302996,3.588218473,0.934690416,168.0070562,5.586273403
DC,2009,4.839543106,0.797680065,0.448752711,0.637637363,3.656232989,0.95008095,169.0029634,5.561938757
FL,2004,4.701620207,0.747039668,0.496732997,0.533472181,3.747039668,0.844876168,169.7747708,5.54478458
FL,2005,4.701620207,0.720999099,0.515045848,0.516685994,3.556638567,0.849193028,169.5371061,5.53221865
FL,2009,4.781452281,0.71434836,0.515530136,0.455333214,3.634791908,0.864841144,173.2946429,5.538581057
GA,2004,4.720792079,0.706639004,0.438643927,0.419704228,3.706639004,0.854530341,174.4701493,5.572553897
GA,2005,4.720792079,0.702380952,0.465430601,0.409436571,3.504973357,0.863683483,173.3138472,5.544634132
GA,2009,4.81496063,0.71336669,0.448405589,0.404007286,3.640021751,0.871735242,175.8867285,5.555565466
HI,2005,4.878549655,0.811171925,0.461749516,0.517730496,3.452416542,0.92259313,160.0383129,5.452994205
HI,2009,4.879987334,0.805876979,0.457811067,0.504227517,3.366651098,0.943868212,162.442296,5.455224827
ID,2004,4.593818985,0.792919304,0.428854146,0.468570295,3.792919304,0.856236367,171.7883932,5.587840505
ID,2005,4.593818985,0.773602369,0.431771894,0.45839497,3.205642871,0.850555556,173.2994089,5.573897919
ID,2009,4.64199815,0.759078485,0.42192691,0.42112537,3.276482213,0.872215709,175.0892614,5.577242903
IL,2004,4.721836735,0.759101472,0.450645995,0.570725389,3.759101472,0.897362978,170.5339355,5.556903226
IL,2005,4.721836735,0.743064182,0.462160481,0.565748602,3.522004633,0.910506645,172.2637135,5.549109915
IL,2009,4.821499801,0.750043821,0.45826026,0.55708731,3.487809187,0.916856692,175.4490011,5.553978268
IN,2004,4.681668857,0.743769344,0.478090894,0.49492801,3.743769344,0.876694431,173.7529259,5.566590811
IN,2005,4.681668857,0.721866767,0.50254381,0.490137141,3.307986244,0.876012813,174.2222639,5.559867968
IN,2009,4.785714286,0.680349246,0.498920822,0.435832567,3.427018989,0.878217485,178.8822531,5.545762169
IA,2004,4.706937799,0.780133001,0.43169058,0.554928989,3.780133001,0.914273824,173.3821696,5.582969659
IA,2005,4.706937799,0.746932834,0.469387755,0.535803497,3.520762712,0.919375,175.3800125,5.575940162
IA,2009,4.806707855,0.727015058,0.441233824,0.534310222,3.570134107,0.930104666,177.6382301,5.575678466
KS,2004,4.535882728,0.754426389,0.433616505,0.466601776,3.754426389,0.895043732,172.5912232,5.582080656
KS,2005,4.535882728,0.740776936,0.448604993,0.430319344,3.541859014,0.906678082,172.9692233,5.568280817
KS,2009,4.669789227,0.741076863,0.44877697,0.457072954,3.587707849,0.915776067,177.6701134,5.565261266
KY,2004,4.59715994,0.657646117,0.494949495,0.237191958,3.657646117,0.847975676,172.8350911,5.538324278
KY,2005,4.59715994,0.637355686,0.544490184,0.256450847,3.542152391,0.851353491,174.2919431,5.523222749
KY,2009,4.698374634,0.62900946,0.530630041,0.273318633,3.496772039,0.870616423,177.6392391,5.507835145
LA,2004,4.798024996,0.682561945,0.435027585,0.408172907,3.682561945,0.782833021,173.2033879,5.544450935
LA,2005,4.798024996,0.650017838,0.449551167,0.42027947,3.628613788,0.80278671,175.7599857,5.53717903
LA,2009,4.864277145,0.680211392,0.476246472,0.414041298,3.672259907,0.85685768,178.4069904,5.524161389
ME,2004,4.614114514,0.777908343,0.538823529,0.574682047,3.777908343,0.886403767,171.6099208,5.557284023
ME,2005,4.614114514,0.763607257,0.529301579,0.566622163,3.5429034,0.886868147,171.0173333,5.553266667
ME,2009,4.768902675,0.762856038,0.527792141,0.556074766,3.576962944,0.911518122,173.8779107,5.542283117
MD,2004,4.800811509,0.771638606,0.447899359,0.596954556,3.771638606,0.913744076,170.7600568,5.558151917
MD,2005,4.800811509,0.76078719,0.450963545,0.577177104,3.574404762,0.913820541,172.5819492,5.554622618
MD,2009,4.862910798,0.742102028,0.447277655,0.554825105,3.635660848,0.923247232,175.0428326,5.546207658
MA,2004,4.543271768,0.770762379,0.48753608,0.641174148,3.770762379,0.918206842,167.5555701,5.536130384
MA,2005,4.543271768,0.737982232,0.497371959,0.613453571,3.644140817,0.912058465,167.8073227,5.524520537
MA,2009,4.643088858,0.739971624,0.498024995,0.580001335,3.728616066,0.959961253,169.5732053,5.507255016
MI,2004,4.844411437,0.772545722,0.498421385,0.57950232,3.772545722,0.908612339,173.9151261,5.564810924
MI,2005,4.844411437,0.760768835,0.503829275,0.552674508,3.571804083,0.904340352,174.6416631,5.550450064
MI,2009,4.854327437,0.719632528,0.500625498,0.511259191,3.588282875,0.904994325,178.7286734,5.544598014
MN,2004,4.729663906,0.834537404,0.49111319,0.649462868,3.834537404,0.934250408,173.8966721,5.597122023
MN,2005,4.729663906,0.823379461,0.500366032,0.632883704,3.49981502,0.948652586,173.3819571,5.571450224
MN,2009,4.845709472,0.813873252,0.462966333,0.58175528,3.645821905,0.945292621,173.8429842,5.555681612
MS,2004,4.618356643,0.6662,0.436359992,0.34796617,3.6662,0.83370022,176.9786385,5.55661476
MS,2005,4.618356643,0.647460019,0.465220467,0.33693609,3.443818849,0.846045198,178.2880282,5.547789515
MS,2009,4.751502482,0.649669059,0.46844071,0.298501837,3.535186961,0.866654233,180.4969274,5.547563625
MO,2004,4.452734375,0.723637129,0.491889614,0.458263069,3.723637129,0.879426644,174.3621633,5.571934624
MO,2005,4.452734375,0.713432836,0.507670851,0.446634807,3.378781684,0.88789327,177.072409,5.565131623
MO,2009,4.567266328,0.701836735,0.498671028,0.430285478,3.460771841,0.897608829,178.3697959,5.555289116
MT,2004,4.501607143,0.784497091,0.479157982,0.582080201,3.784497091,0.821168642,171.968432,5.590740741
MT,2005,4.501607143,0.759838332,0.498933447,0.548490004,3.309868421,0.806300553,173.1320875,5.596234162
MT,2009,4.533122575,0.73964979,0.485248131,0.546714227,3.303931102,0.86876105,175.9232438,5.59497333
NE,2004,4.379379513,0.776874327,0.435516705,0.556235746,3.776874327,0.897162696,173.6284793,5.583184008
NE,2005,4.379379513,0.747623273,0.45583937,0.523416677,3.407821965,0.895090702,175.7180299,5.58180341
NE,2009,4.457124519,0.709664848,0.422086368,0.51312241,3.370818839,0.914445456,178.6517,5.579229388
NV,2004,4.686113643,0.788200806,0.520497804,0.627796113,3.788200806,0.839442815,171.5111436,5.609091463
NV,2005,4.686113643,0.774161074,0.534946237,0.610663984,3.32264882,0.852773109,173.0211197,5.61202369
NV,2009,4.783502329,0.756256801,0.53414966,0.527777778,3.467973495,0.874557823,172.8627717,5.571942935
NH,2004,4.298666186,0.802079002,0.518449031,0.651638489,3.802079002,0.893161505,170.501868,5.563027536
NH,2005,4.298666186,0.775528015,0.529679566,0.626615438,3.545278023,0.902831178,170.9813394,5.556577724
NH,2009,4.437325419,0.762854145,0.504036504,0.620003522,3.608987969,0.911764706,172.683677,5.538375277
NJ,2004,4.756526147,0.759210882,0.470800614,0.618939942,3.759210882,0.908566276,169.1769736,5.539952591
NJ,2005,4.756526147,0.720329583,0.480951245,0.593450163,3.593126925,0.906197921,169.1660333,5.533696226
NJ,2009,4.843890588,0.726442976,0.467405533,0.5744907,3.688194812,0.915927665,171.2630893,5.522387196
NM,2004,4.807660828,0.781496063,0.471921182,0.523856532,3.781496063,0.822416063,166.5223881,5.521608988
NM,2005,4.807660828,0.745679012,0.48069241,0.502373268,3.387267385,0.827343601,167.3544712,5.5156161
NM,2009,4.865612648,0.753920528,0.477439168,0.468634245,3.410792416,0.856586402,169.7696748,5.510171222
NY,2004,4.770763501,0.756587202,0.482684371,0.604361932,3.756587202,0.902478448,167.4850546,5.530248792
NY,2005,4.770763501,0.746457766,0.503828275,0.597846825,3.534563481,0.91581389,168.3817811,5.524439157
NY,2009,4.816891065,0.737074882,0.505734822,0.575532901,3.611315547,0.924813177,171.1265592,5.528229896
NC,2004,4.815059082,0.749485049,0.469466192,0.388746073,3.749485049,0.861201875,173.3155691,5.559413142
NC,2005,4.815059082,0.73786767,0.482402425,0.400938156,3.607201104,0.869613533,174.0951442,5.548527237
NC,2009,4.868119266,0.718260593,0.495814398,0.417268496,3.587552743,0.880700358,175.8594011,5.55616014
ND,2004,4.350350124,0.769390582,0.451456311,0.609586662,3.769390582,0.886111111,174.7070218,5.58722472
ND,2005,4.350350124,0.748366867,0.468268477,0.572248305,3.356897008,0.897549531,175.6783763,5.579083182
ND,2009,4.468181818,0.703301573,0.460239893,0.570980743,3.431910112,0.922103862,177.6260235,5.566902707
OH,2004,4.570515163,0.70216763,0.489355539,0.509604191,3.70216763,0.867468134,174.7702195,5.542232332
OH,2005,4.570515163,0.716214335,0.502790179,0.528789986,3.481286466,0.890746934,174.799333,5.549089772
OH,2009,4.702670036,0.711709778,0.481075269,0.48815576,3.547132714,0.907588279,177.5801543,5.549873196
OK,2004,4.707717817,0.709628042,0.48957375,0.392758089,3.709628042,0.834329502,172.702157,5.558870022
OK,2005,4.707717817,0.659984756,0.524434942,0.344593564,3.286046885,0.837908097,174.6844671,5.554486935
OK,2009,4.749829491,0.656130142,0.50873478,0.366467066,3.332780083,0.870434092,177.0913773,5.547515296
OR,2004,4.886123348,0.825311203,0.467624401,0.564936419,3.825311203,0.854439592,171.7189055,5.59834508
OR,2005,4.886123348,0.813118812,0.487391227,0.577045696,3.379878104,0.876415428,172.3630984,5.566286875
OR,2009,4.905950096,0.7997558,0.484313725,0.569180819,3.411911912,0.885161606,174.160283,5.580934374
PA,2004,4.430097008,0.752030413,0.47631397,0.563140525,3.752030413,0.904597304,170.7058621,5.543922414
PA,2005,4.430097008,0.716442557,0.502600883,0.517097712,3.481906584,0.899440901,173.3062009,5.534805076
PA,2009,4.605652759,0.711141678,0.492998163,0.509506144,3.560604313,0.917756366,174.8721409,5.53068771
PR,2004,4.860438293,0.530239833,0.2704747,0.296257524,3.530239833,0.937663015,161.8548345,5.384523499
PR,2005,4.860438293,0.492894957,0.290259559,0.348214286,3.621811785,0.942849178,163.0064085,5.383324046
PR,2009,4.90587886,0.511488511,0.300424894,0.208385639,3.736388959,0.942571785,163.7997503,5.382168123
RI,2004,4.64021292,0.75349087,0.525692763,0.645169995,3.75349087,0.907990315,164.8961353,5.519055287
RI,2005,4.64021292,0.729590453,0.515909709,0.612649294,3.725806452,0.914355628,166.7993492,5.505535973
RI,2009,4.733645615,0.7185,0.494994995,0.597948545,3.731155779,0.914815433,169.6506325,5.498821016
SC,2004,4.710978604,0.755179457,0.479099678,0.468512009,3.755179457,0.864426589,172.975965,5.567152221
SC,2005,4.710978604,0.727418164,0.491115499,0.455250523,3.483944663,0.85367357,175.761407,5.571588161
SC,2009,4.807896221,0.702546544,0.482336519,0.392266983,3.544051658,0.876900021,178.1693342,5.555306587
SD,2004,4.289719626,0.785774482,0.464508515,0.54251355,3.785774482,0.89826219,174.8598383,5.587938005
SD,2005,4.289719626,0.745520253,0.474566038,0.538751508,3.456615385,0.895126,175.9769648,5.587712035
SD,2009,4.359360152,0.702901889,0.485709896,0.513668841,3.52331443,0.895820529,178.7846839,5.568958461
TN,2004,4.733139253,0.701971831,0.481512842,0.32197615,3.701971831,0.904171364,173.4503237,5.555891735
TN,2005,4.733139253,0.647504456,0.48146494,0.317999107,3.644044637,0.888146168,175.2533957,5.559971795
TN,2009,4.795035728,0.657578646,0.463842778,0.204873294,3.695173745,0.889122137,176.799619,5.523095238
TX,2004,4.858411445,0.753856821,0.421381465,0.512161223,3.753856821,0.799097065,172.4509261,5.545222434
TX,2005,4.858411445,0.724987173,0.445131376,0.48895737,3.446936253,0.799587841,171.7456874,5.534785084
TX,2009,4.878195674,0.721578801,0.427177247,0.484348641,3.437758556,0.843320965,174.2942374,5.529044492
UT,2004,4.637117992,0.82189277,0.296957404,0.309349593,3.82189277,0.875101543,172.4637358,5.62560778
UT,2005,4.637117992,0.799266354,0.307801996,0.285801465,3.211489899,0.885516398,171.9054301,5.601755813
UT,2009,4.691256831,0.799854666,0.293983165,0.280325985,3.34516129,0.900405448,176.017722,5.613543718
VT,2004,4.676532138,0.808445532,0.517077654,0.644799508,3.808445532,0.903339461,166.8635808,5.554269783
VT,2005,4.676532138,0.795768169,0.526137761,0.623046276,3.393056417,0.90116636,168.7607531,5.551010256
VT,2009,4.769076305,0.780040417,0.513332294,0.620965215,3.469253638,0.932171749,170.8866987,5.547338196
VI,2004,4.641641642,0.719427245,0.207269915,0.496102884,3.719427245,0.73132017,170.4388267,5.531648012
VI,2005,4.641641642,0.711613745,0.231675393,0.496743378,3.427561837,0.730551934,172.44859,5.53615329
VI,2009,4.79342723,0.703407657,0.212658228,0.470012761,3.48830285,0.759188847,173.1796809,5.529946823
VA,2004,4.687315634,0.765815549,0.467812798,0.515876052,3.765815549,0.874259507,173.290826,5.575164954
VA,2005,4.687315634,0.753058104,0.477652024,0.502771937,3.591554777,0.903941829,174.4881725,5.569884268
VA,2009,4.770812131,0.736593384,0.481603969,0.472356527,3.618539443,0.914779745,176.1618735,5.576468776
WA,2004,4.882520583,0.813954818,0.471737132,0.57905036,3.813954818,0.87394669,172.2675734,5.576503981
WA,2005,4.882520583,0.815005701,0.484219688,0.589140561,3.503513753,0.890770495,173.7488609,5.57545866
WA,2009,4.901058721,0.783494891,0.472311333,0.572655427,3.428510113,0.90852827,176.8770535,5.57621377
WV,2004,4.665103448,0.73986182,0.517739026,0.281881218,3.73986182,0.842263697,175.0102102,5.555055055
WV,2005,4.665103448,0.705198954,0.51323059,0.294100552,3.540661305,0.846668606,176.1875726,5.546917344
WV,2009,4.729476716,0.638376384,0.501304348,0.253539534,3.660314647,0.874728143,179.0848708,5.54842269
WI,2004,4.46306628,0.792359972,0.487558685,0.655838041,3.792359972,0.904280339,173.7358314,5.579527713
WI,2005,4.46306628,0.77787307,0.494845361,0.647084048,3.459855611,0.900215054,176.1262053,5.586529534
WI,2009,4.636510501,0.752949504,0.487626679,0.620830334,3.477990431,0.908919302,180.8242638,5.592088732
WY,2004,4.461143224,0.789762797,0.480658847,0.564596895,3.789762797,0.845788553,170.8233242,5.598845419
WY,2005,4.461143224,0.766147456,0.497083333,0.53283458,3.171894871,0.849084097,172.8020336,5.588953448
WY,2009,4.542898868,0.747632983,0.487594762,0.523106324,3.26824595,0.887260817,174.4510141,5.583390627
VI,2017,4.734729494,0.759966777,0.193712829,0.446074202,3.547759932,0.818181818,176.079668,5.524550484
VI,2015,4.734729494,0.759966777,0.193712829,0.446074202,3.547759932,0.818181818,176.079668,5.524550484
VI,2014,4.734729494,0.759966777,0.193712829,0.446074202,3.547759932,0.818181818,176.079668,5.524550484
VI,2013,4.734729494,0.759966777,0.193712829,0.446074202,3.547759932,0.818181818,176.079668,5.524550484
VI,2012,4.734729494,0.759966777,0.193712829,0.446074202,3.547759932,0.818181818,176.079668,5.524550484
VI,2011,4.734729494,0.759966777,0.193712829,0.446074202,3.547759932,0.818181818,176.079668,5.524550484